style,image_id_1,image_id_2,similarity,flag
Bauhaus architecture,ARC_0038,ARC_0047,0.8619,VERY_HIGH_SIMILARITY
Bauhaus architecture,ARC_0038,ARC_0048,0.8399,HIGH_SIMILARITY
Bauhaus architecture,ARC_0038,ARC_0050,0.7204,MODERATE_SIMILARITY
Bauhaus architecture,ARC_0038,ARC_0051,0.7786,HIGH_SIMILARITY
Bauhaus architecture,ARC_0038,ARC_0052,0.767,HIGH_SIMILARITY
Bauhaus architecture,ARC_0038,ARC_0054,0.7128,MODERATE_SIMILARITY
Bauhaus architecture,ARC_0038,ARC_0055,0.8267,HIGH_SIMILARITY
Bauhaus architecture,ARC_0038,ARC_0056,0.7464,MODERATE_SIMILARITY
Bauhaus architecture,ARC_0039,ARC_0040,0.8488,HIGH_SIMILARITY
Bauhaus architecture,ARC_0039,ARC_0041,0.8684,VERY_HIGH_SIMILARITY
Bauhaus architecture,ARC_0039,ARC_0043,0.8098,HIGH_SIMILARITY
Bauhaus architecture,ARC_0039,ARC_0046,0.7413,MODERATE_SIMILARITY
Bauhaus architecture,ARC_0039,ARC_0047,0.853,VERY_HIGH_SIMILARITY
Bauhaus architecture,ARC_0039,ARC_0048,0.808,HIGH_SIMILARITY
Bauhaus architecture,ARC_0039,ARC_0050,0.7677,HIGH_SIMILARITY
Bauhaus architecture,ARC_0039,ARC_0051,0.7521,HIGH_SIMILARITY
Bauhaus architecture,ARC_0039,ARC_0052,0.8095,HIGH_SIMILARITY
Bauhaus architecture,ARC_0039,ARC_0054,0.7445,MODERATE_SIMILARITY
Bauhaus architecture,ARC_0039,ARC_0055,0.8653,VERY_HIGH_SIMILARITY
Bauhaus architecture,ARC_0040,ARC_0041,0.8454,HIGH_SIMILARITY
Bauhaus architecture,ARC_0040,ARC_0043,0.8658,VERY_HIGH_SIMILARITY
Bauhaus architecture,ARC_0040,ARC_0046,0.7164,MODERATE_SIMILARITY
Bauhaus architecture,ARC_0040,ARC_0047,0.8576,VERY_HIGH_SIMILARITY
Bauhaus architecture,ARC_0040,ARC_0048,0.8248,HIGH_SIMILARITY
Bauhaus architecture,ARC_0040,ARC_0050,0.7124,MODERATE_SIMILARITY
Bauhaus architecture,ARC_0040,ARC_0051,0.736,MODERATE_SIMILARITY
Bauhaus architecture,ARC_0040,ARC_0052,0.8034,HIGH_SIMILARITY
Bauhaus architecture,ARC_0040,ARC_0054,0.808,HIGH_SIMILARITY
Bauhaus architecture,ARC_0040,ARC_0055,0.8534,VERY_HIGH_SIMILARITY
Bauhaus architecture,ARC_0040,ARC_0056,0.7415,MODERATE_SIMILARITY
Bauhaus architecture,ARC_0041,ARC_0043,0.8939,VERY_HIGH_SIMILARITY
Bauhaus architecture,ARC_0041,ARC_0046,0.8177,HIGH_SIMILARITY
Bauhaus architecture,ARC_0041,ARC_0047,0.9234,VERY_HIGH_SIMILARITY
Bauhaus architecture,ARC_0041,ARC_0048,0.886,VERY_HIGH_SIMILARITY
Bauhaus architecture,ARC_0041,ARC_0049,0.7037,MODERATE_SIMILARITY
Bauhaus architecture,ARC_0041,ARC_0050,0.776,HIGH_SIMILARITY
Bauhaus architecture,ARC_0041,ARC_0051,0.8148,HIGH_SIMILARITY
Bauhaus architecture,ARC_0041,ARC_0052,0.879,VERY_HIGH_SIMILARITY
Bauhaus architecture,ARC_0041,ARC_0054,0.7753,HIGH_SIMILARITY
Bauhaus architecture,ARC_0041,ARC_0055,0.909,VERY_HIGH_SIMILARITY
Bauhaus architecture,ARC_0041,ARC_0056,0.7601,HIGH_SIMILARITY
Bauhaus architecture,ARC_0042,ARC_0044,0.7036,MODERATE_SIMILARITY
Bauhaus architecture,ARC_0042,ARC_0049,0.7214,MODERATE_SIMILARITY
Bauhaus architecture,ARC_0042,ARC_0050,0.7246,MODERATE_SIMILARITY
Bauhaus architecture,ARC_0042,ARC_0053,0.7122,MODERATE_SIMILARITY
Bauhaus architecture,ARC_0042,ARC_0055,0.7051,MODERATE_SIMILARITY
Bauhaus architecture,ARC_0043,ARC_0046,0.8102,HIGH_SIMILARITY
Bauhaus architecture,ARC_0043,ARC_0047,0.888,VERY_HIGH_SIMILARITY
Bauhaus architecture,ARC_0043,ARC_0048,0.8908,VERY_HIGH_SIMILARITY
Bauhaus architecture,ARC_0043,ARC_0050,0.7828,HIGH_SIMILARITY
Bauhaus architecture,ARC_0043,ARC_0051,0.7894,HIGH_SIMILARITY
Bauhaus architecture,ARC_0043,ARC_0052,0.8528,VERY_HIGH_SIMILARITY
Bauhaus architecture,ARC_0043,ARC_0054,0.7754,HIGH_SIMILARITY
Bauhaus architecture,ARC_0043,ARC_0055,0.8787,VERY_HIGH_SIMILARITY
Bauhaus architecture,ARC_0043,ARC_0056,0.7781,HIGH_SIMILARITY
Bauhaus architecture,ARC_0044,ARC_0053,0.8474,HIGH_SIMILARITY
Bauhaus architecture,ARC_0046,ARC_0047,0.7907,HIGH_SIMILARITY
Bauhaus architecture,ARC_0046,ARC_0048,0.801,HIGH_SIMILARITY
Bauhaus architecture,ARC_0046,ARC_0050,0.7263,MODERATE_SIMILARITY
Bauhaus architecture,ARC_0046,ARC_0051,0.7602,HIGH_SIMILARITY
Bauhaus architecture,ARC_0046,ARC_0052,0.769,HIGH_SIMILARITY
Bauhaus architecture,ARC_0046,ARC_0055,0.789,HIGH_SIMILARITY
Bauhaus architecture,ARC_0046,ARC_0056,0.7156,MODERATE_SIMILARITY
Bauhaus architecture,ARC_0047,ARC_0048,0.8877,VERY_HIGH_SIMILARITY
Bauhaus architecture,ARC_0047,ARC_0049,0.7282,MODERATE_SIMILARITY
Bauhaus architecture,ARC_0047,ARC_0050,0.7614,HIGH_SIMILARITY
Bauhaus architecture,ARC_0047,ARC_0051,0.8028,HIGH_SIMILARITY
Bauhaus architecture,ARC_0047,ARC_0052,0.8781,VERY_HIGH_SIMILARITY
Bauhaus architecture,ARC_0047,ARC_0053,0.7138,MODERATE_SIMILARITY
Bauhaus architecture,ARC_0047,ARC_0054,0.794,HIGH_SIMILARITY
Bauhaus architecture,ARC_0047,ARC_0055,0.9303,VERY_HIGH_SIMILARITY
Bauhaus architecture,ARC_0047,ARC_0056,0.7425,MODERATE_SIMILARITY
Bauhaus architecture,ARC_0048,ARC_0050,0.7605,HIGH_SIMILARITY
Bauhaus architecture,ARC_0048,ARC_0051,0.8009,HIGH_SIMILARITY
Bauhaus architecture,ARC_0048,ARC_0052,0.8406,HIGH_SIMILARITY
Bauhaus architecture,ARC_0048,ARC_0054,0.7763,HIGH_SIMILARITY
Bauhaus architecture,ARC_0048,ARC_0055,0.9094,VERY_HIGH_SIMILARITY
Bauhaus architecture,ARC_0048,ARC_0056,0.7905,HIGH_SIMILARITY
Bauhaus architecture,ARC_0049,ARC_0050,0.7201,MODERATE_SIMILARITY
Bauhaus architecture,ARC_0049,ARC_0051,0.7314,MODERATE_SIMILARITY
Bauhaus architecture,ARC_0049,ARC_0052,0.7082,MODERATE_SIMILARITY
Bauhaus architecture,ARC_0049,ARC_0053,0.7015,MODERATE_SIMILARITY
Bauhaus architecture,ARC_0049,ARC_0054,0.7429,MODERATE_SIMILARITY
Bauhaus architecture,ARC_0049,ARC_0055,0.7315,MODERATE_SIMILARITY
Bauhaus architecture,ARC_0050,ARC_0051,0.783,HIGH_SIMILARITY
Bauhaus architecture,ARC_0050,ARC_0052,0.727,MODERATE_SIMILARITY
Bauhaus architecture,ARC_0050,ARC_0055,0.7905,HIGH_SIMILARITY
Bauhaus architecture,ARC_0051,ARC_0052,0.8055,HIGH_SIMILARITY
Bauhaus architecture,ARC_0051,ARC_0055,0.8164,HIGH_SIMILARITY
Bauhaus architecture,ARC_0051,ARC_0056,0.7739,HIGH_SIMILARITY
Bauhaus architecture,ARC_0052,ARC_0053,0.7179,MODERATE_SIMILARITY
Bauhaus architecture,ARC_0052,ARC_0054,0.7712,HIGH_SIMILARITY
Bauhaus architecture,ARC_0052,ARC_0055,0.909,VERY_HIGH_SIMILARITY
Bauhaus architecture,ARC_0052,ARC_0056,0.7076,MODERATE_SIMILARITY
Bauhaus architecture,ARC_0053,ARC_0054,0.7091,MODERATE_SIMILARITY
Bauhaus architecture,ARC_0053,ARC_0055,0.7468,MODERATE_SIMILARITY
Bauhaus architecture,ARC_0054,ARC_0055,0.8066,HIGH_SIMILARITY
Bauhaus architecture,ARC_0054,ARC_0056,0.7244,MODERATE_SIMILARITY
Bauhaus architecture,ARC_0055,ARC_0056,0.7627,HIGH_SIMILARITY
International style,ARC_0057,ARC_0061,0.7257,MODERATE_SIMILARITY
International style,ARC_0057,ARC_0063,0.7235,MODERATE_SIMILARITY
International style,ARC_0057,ARC_0064,0.7567,HIGH_SIMILARITY
International style,ARC_0057,ARC_0065,0.7506,HIGH_SIMILARITY
International style,ARC_0057,ARC_0066,0.7653,HIGH_SIMILARITY
International style,ARC_0057,ARC_0067,0.732,MODERATE_SIMILARITY
International style,ARC_0057,ARC_0070,0.7348,MODERATE_SIMILARITY
International style,ARC_0057,ARC_0071,0.7285,MODERATE_SIMILARITY
International style,ARC_0057,ARC_0072,0.7047,MODERATE_SIMILARITY
International style,ARC_0057,ARC_0073,0.7331,MODERATE_SIMILARITY
International style,ARC_0057,ARC_0075,0.7146,MODERATE_SIMILARITY
International style,ARC_0057,ARC_0076,0.742,MODERATE_SIMILARITY
International style,ARC_0057,ARC_0078,0.7428,MODERATE_SIMILARITY
International style,ARC_0057,ARC_0080,0.7121,MODERATE_SIMILARITY
International style,ARC_0057,ARC_0082,0.721,MODERATE_SIMILARITY
International style,ARC_0057,ARC_0083,0.7785,HIGH_SIMILARITY
International style,ARC_0057,ARC_0084,0.7354,MODERATE_SIMILARITY
International style,ARC_0058,ARC_0064,0.7052,MODERATE_SIMILARITY
International style,ARC_0058,ARC_0072,0.7486,MODERATE_SIMILARITY
International style,ARC_0058,ARC_0078,0.7279,MODERATE_SIMILARITY
International style,ARC_0058,ARC_0084,0.7151,MODERATE_SIMILARITY
International style,ARC_0059,ARC_0067,0.7234,MODERATE_SIMILARITY
International style,ARC_0059,ARC_0072,0.7292,MODERATE_SIMILARITY
International style,ARC_0059,ARC_0078,0.7408,MODERATE_SIMILARITY
International style,ARC_0059,ARC_0080,0.7106,MODERATE_SIMILARITY
International style,ARC_0060,ARC_0061,0.7577,HIGH_SIMILARITY
International style,ARC_0060,ARC_0063,0.7389,MODERATE_SIMILARITY
International style,ARC_0060,ARC_0067,0.7255,MODERATE_SIMILARITY
International style,ARC_0060,ARC_0070,0.7668,HIGH_SIMILARITY
International style,ARC_0060,ARC_0073,0.7258,MODERATE_SIMILARITY
International style,ARC_0060,ARC_0074,0.7682,HIGH_SIMILARITY
International style,ARC_0060,ARC_0075,0.8299,HIGH_SIMILARITY
International style,ARC_0060,ARC_0076,0.7661,HIGH_SIMILARITY
International style,ARC_0060,ARC_0077,0.8044,HIGH_SIMILARITY
International style,ARC_0060,ARC_0080,0.8361,HIGH_SIMILARITY
International style,ARC_0060,ARC_0082,0.7249,MODERATE_SIMILARITY
International style,ARC_0060,ARC_0083,0.7812,HIGH_SIMILARITY
International style,ARC_0060,ARC_0084,0.7195,MODERATE_SIMILARITY
International style,ARC_0061,ARC_0063,0.7459,MODERATE_SIMILARITY
International style,ARC_0061,ARC_0065,0.7093,MODERATE_SIMILARITY
International style,ARC_0061,ARC_0066,0.7243,MODERATE_SIMILARITY
International style,ARC_0061,ARC_0067,0.7043,MODERATE_SIMILARITY
International style,ARC_0061,ARC_0073,0.784,HIGH_SIMILARITY
International style,ARC_0061,ARC_0075,0.7803,HIGH_SIMILARITY
International style,ARC_0061,ARC_0076,0.7755,HIGH_SIMILARITY
International style,ARC_0061,ARC_0077,0.7449,MODERATE_SIMILARITY
International style,ARC_0061,ARC_0080,0.7285,MODERATE_SIMILARITY
International style,ARC_0061,ARC_0082,0.7446,MODERATE_SIMILARITY
International style,ARC_0061,ARC_0083,0.8105,HIGH_SIMILARITY
International style,ARC_0061,ARC_0084,0.7187,MODERATE_SIMILARITY
International style,ARC_0063,ARC_0065,0.7312,MODERATE_SIMILARITY
International style,ARC_0063,ARC_0067,0.7319,MODERATE_SIMILARITY
International style,ARC_0063,ARC_0072,0.7289,MODERATE_SIMILARITY
International style,ARC_0063,ARC_0073,0.7113,MODERATE_SIMILARITY
International style,ARC_0063,ARC_0078,0.7495,MODERATE_SIMILARITY
International style,ARC_0063,ARC_0080,0.7347,MODERATE_SIMILARITY
International style,ARC_0063,ARC_0082,0.7256,MODERATE_SIMILARITY
International style,ARC_0063,ARC_0083,0.7129,MODERATE_SIMILARITY
International style,ARC_0063,ARC_0084,0.7082,MODERATE_SIMILARITY
International style,ARC_0064,ARC_0065,0.7456,MODERATE_SIMILARITY
International style,ARC_0064,ARC_0066,0.7284,MODERATE_SIMILARITY
International style,ARC_0064,ARC_0067,0.7143,MODERATE_SIMILARITY
International style,ARC_0064,ARC_0068,0.7482,MODERATE_SIMILARITY
International style,ARC_0064,ARC_0072,0.7556,HIGH_SIMILARITY
International style,ARC_0064,ARC_0073,0.7176,MODERATE_SIMILARITY
International style,ARC_0064,ARC_0078,0.7681,HIGH_SIMILARITY
International style,ARC_0065,ARC_0066,0.7995,HIGH_SIMILARITY
International style,ARC_0065,ARC_0068,0.7209,MODERATE_SIMILARITY
International style,ARC_0065,ARC_0072,0.7269,MODERATE_SIMILARITY
International style,ARC_0065,ARC_0073,0.7321,MODERATE_SIMILARITY
International style,ARC_0065,ARC_0078,0.7274,MODERATE_SIMILARITY
International style,ARC_0065,ARC_0082,0.7045,MODERATE_SIMILARITY
International style,ARC_0065,ARC_0083,0.751,HIGH_SIMILARITY
International style,ARC_0065,ARC_0084,0.7165,MODERATE_SIMILARITY
International style,ARC_0066,ARC_0067,0.7045,MODERATE_SIMILARITY
International style,ARC_0066,ARC_0068,0.7276,MODERATE_SIMILARITY
International style,ARC_0066,ARC_0072,0.7191,MODERATE_SIMILARITY
International style,ARC_0066,ARC_0078,0.723,MODERATE_SIMILARITY
International style,ARC_0066,ARC_0083,0.7666,HIGH_SIMILARITY
International style,ARC_0067,ARC_0070,0.7138,MODERATE_SIMILARITY
International style,ARC_0067,ARC_0073,0.7078,MODERATE_SIMILARITY
International style,ARC_0067,ARC_0075,0.7284,MODERATE_SIMILARITY
International style,ARC_0067,ARC_0076,0.7317,MODERATE_SIMILARITY
International style,ARC_0067,ARC_0082,0.735,MODERATE_SIMILARITY
International style,ARC_0067,ARC_0083,0.7563,HIGH_SIMILARITY
International style,ARC_0068,ARC_0073,0.7136,MODERATE_SIMILARITY
International style,ARC_0070,ARC_0071,0.7802,HIGH_SIMILARITY
International style,ARC_0070,ARC_0073,0.7456,MODERATE_SIMILARITY
International style,ARC_0070,ARC_0074,0.725,MODERATE_SIMILARITY
International style,ARC_0070,ARC_0075,0.7215,MODERATE_SIMILARITY
International style,ARC_0070,ARC_0077,0.7285,MODERATE_SIMILARITY
International style,ARC_0070,ARC_0079,0.7096,MODERATE_SIMILARITY
International style,ARC_0070,ARC_0080,0.7078,MODERATE_SIMILARITY
International style,ARC_0070,ARC_0082,0.7138,MODERATE_SIMILARITY
International style,ARC_0070,ARC_0083,0.7518,HIGH_SIMILARITY
International style,ARC_0071,ARC_0077,0.7615,HIGH_SIMILARITY
International style,ARC_0071,ARC_0079,0.7566,HIGH_SIMILARITY
International style,ARC_0071,ARC_0083,0.7815,HIGH_SIMILARITY
International style,ARC_0072,ARC_0078,0.8619,VERY_HIGH_SIMILARITY
International style,ARC_0072,ARC_0080,0.7301,MODERATE_SIMILARITY
International style,ARC_0072,ARC_0084,0.7892,HIGH_SIMILARITY
International style,ARC_0073,ARC_0075,0.7559,HIGH_SIMILARITY
International style,ARC_0073,ARC_0076,0.743,MODERATE_SIMILARITY
International style,ARC_0073,ARC_0077,0.7345,MODERATE_SIMILARITY
International style,ARC_0073,ARC_0079,0.7006,MODERATE_SIMILARITY
International style,ARC_0073,ARC_0082,0.7719,HIGH_SIMILARITY
International style,ARC_0073,ARC_0083,0.7827,HIGH_SIMILARITY
International style,ARC_0073,ARC_0084,0.7001,MODERATE_SIMILARITY
International style,ARC_0074,ARC_0075,0.7618,HIGH_SIMILARITY
International style,ARC_0074,ARC_0076,0.8236,HIGH_SIMILARITY
International style,ARC_0074,ARC_0077,0.72,MODERATE_SIMILARITY
International style,ARC_0074,ARC_0079,0.7224,MODERATE_SIMILARITY
International style,ARC_0074,ARC_0082,0.7187,MODERATE_SIMILARITY
International style,ARC_0074,ARC_0083,0.7292,MODERATE_SIMILARITY
International style,ARC_0075,ARC_0076,0.7745,HIGH_SIMILARITY
International style,ARC_0075,ARC_0077,0.7761,HIGH_SIMILARITY
International style,ARC_0075,ARC_0080,0.7348,MODERATE_SIMILARITY
International style,ARC_0075,ARC_0083,0.7992,HIGH_SIMILARITY
International style,ARC_0076,ARC_0077,0.7282,MODERATE_SIMILARITY
International style,ARC_0076,ARC_0080,0.7211,MODERATE_SIMILARITY
International style,ARC_0076,ARC_0082,0.7141,MODERATE_SIMILARITY
International style,ARC_0076,ARC_0083,0.7811,HIGH_SIMILARITY
International style,ARC_0076,ARC_0084,0.7247,MODERATE_SIMILARITY
International style,ARC_0077,ARC_0079,0.7132,MODERATE_SIMILARITY
International style,ARC_0077,ARC_0080,0.7446,MODERATE_SIMILARITY
International style,ARC_0077,ARC_0083,0.8029,HIGH_SIMILARITY
International style,ARC_0078,ARC_0080,0.7698,HIGH_SIMILARITY
International style,ARC_0078,ARC_0081,0.7355,MODERATE_SIMILARITY
International style,ARC_0078,ARC_0082,0.7045,MODERATE_SIMILARITY
International style,ARC_0078,ARC_0084,0.7927,HIGH_SIMILARITY
International style,ARC_0079,ARC_0083,0.7678,HIGH_SIMILARITY
International style,ARC_0080,ARC_0083,0.725,MODERATE_SIMILARITY
International style,ARC_0080,ARC_0084,0.7682,HIGH_SIMILARITY
International style,ARC_0082,ARC_0083,0.7322,MODERATE_SIMILARITY
International style,ARC_0083,ARC_0084,0.7273,MODERATE_SIMILARITY
Postmodern architecture,ARC_0085,ARC_0096,0.7196,MODERATE_SIMILARITY
Postmodern architecture,ARC_0085,ARC_0101,0.7122,MODERATE_SIMILARITY
Postmodern architecture,ARC_0085,ARC_0102,0.7136,MODERATE_SIMILARITY
Postmodern architecture,ARC_0085,ARC_0108,0.7255,MODERATE_SIMILARITY
Postmodern architecture,ARC_0085,ARC_0109,0.7322,MODERATE_SIMILARITY
Postmodern architecture,ARC_0086,ARC_0088,0.7,MODERATE_SIMILARITY
Postmodern architecture,ARC_0086,ARC_0089,0.7454,MODERATE_SIMILARITY
Postmodern architecture,ARC_0086,ARC_0092,0.9102,VERY_HIGH_SIMILARITY
Postmodern architecture,ARC_0086,ARC_0093,0.7278,MODERATE_SIMILARITY
Postmodern architecture,ARC_0086,ARC_0094,0.7654,HIGH_SIMILARITY
Postmodern architecture,ARC_0086,ARC_0095,0.7539,HIGH_SIMILARITY
Postmodern architecture,ARC_0086,ARC_0096,0.7183,MODERATE_SIMILARITY
Postmodern architecture,ARC_0086,ARC_0097,0.7223,MODERATE_SIMILARITY
Postmodern architecture,ARC_0086,ARC_0098,0.7098,MODERATE_SIMILARITY
Postmodern architecture,ARC_0086,ARC_0099,0.7554,HIGH_SIMILARITY
Postmodern architecture,ARC_0086,ARC_0100,0.7379,MODERATE_SIMILARITY
Postmodern architecture,ARC_0086,ARC_0102,0.7714,HIGH_SIMILARITY
Postmodern architecture,ARC_0086,ARC_0105,0.7525,HIGH_SIMILARITY
Postmodern architecture,ARC_0086,ARC_0106,0.7123,MODERATE_SIMILARITY
Postmodern architecture,ARC_0086,ARC_0107,0.7355,MODERATE_SIMILARITY
Postmodern architecture,ARC_0086,ARC_0110,0.7104,MODERATE_SIMILARITY
Postmodern architecture,ARC_0086,ARC_0111,0.7026,MODERATE_SIMILARITY
Postmodern architecture,ARC_0086,ARC_0112,0.7669,HIGH_SIMILARITY
Postmodern architecture,ARC_0087,ARC_0088,0.7027,MODERATE_SIMILARITY
Postmodern architecture,ARC_0087,ARC_0089,0.7213,MODERATE_SIMILARITY
Postmodern architecture,ARC_0087,ARC_0092,0.7165,MODERATE_SIMILARITY
Postmodern architecture,ARC_0087,ARC_0093,0.7209,MODERATE_SIMILARITY
Postmodern architecture,ARC_0087,ARC_0099,0.707,MODERATE_SIMILARITY
Postmodern architecture,ARC_0087,ARC_0104,0.8577,VERY_HIGH_SIMILARITY
Postmodern architecture,ARC_0087,ARC_0106,0.7219,MODERATE_SIMILARITY
Postmodern architecture,ARC_0087,ARC_0111,0.7652,HIGH_SIMILARITY
Postmodern architecture,ARC_0088,ARC_0089,0.7565,HIGH_SIMILARITY
Postmodern architecture,ARC_0088,ARC_0092,0.7094,MODERATE_SIMILARITY
Postmodern architecture,ARC_0088,ARC_0096,0.7078,MODERATE_SIMILARITY
Postmodern architecture,ARC_0088,ARC_0100,0.7159,MODERATE_SIMILARITY
Postmodern architecture,ARC_0088,ARC_0102,0.7504,HIGH_SIMILARITY
Postmodern architecture,ARC_0088,ARC_0103,0.742,MODERATE_SIMILARITY
Postmodern architecture,ARC_0088,ARC_0106,0.7046,MODERATE_SIMILARITY
Postmodern architecture,ARC_0088,ARC_0107,0.7675,HIGH_SIMILARITY
Postmodern architecture,ARC_0088,ARC_0108,0.7287,MODERATE_SIMILARITY
Postmodern architecture,ARC_0088,ARC_0110,0.7298,MODERATE_SIMILARITY
Postmodern architecture,ARC_0088,ARC_0111,0.7267,MODERATE_SIMILARITY
Postmodern architecture,ARC_0089,ARC_0092,0.7141,MODERATE_SIMILARITY
Postmodern architecture,ARC_0089,ARC_0094,0.7142,MODERATE_SIMILARITY
Postmodern architecture,ARC_0089,ARC_0095,0.7197,MODERATE_SIMILARITY
Postmodern architecture,ARC_0089,ARC_0097,0.7445,MODERATE_SIMILARITY
Postmodern architecture,ARC_0089,ARC_0100,0.7617,HIGH_SIMILARITY
Postmodern architecture,ARC_0089,ARC_0102,0.8115,HIGH_SIMILARITY
Postmodern architecture,ARC_0089,ARC_0103,0.7195,MODERATE_SIMILARITY
Postmodern architecture,ARC_0089,ARC_0105,0.709,MODERATE_SIMILARITY
Postmodern architecture,ARC_0089,ARC_0106,0.731,MODERATE_SIMILARITY
Postmodern architecture,ARC_0089,ARC_0107,0.7244,MODERATE_SIMILARITY
Postmodern architecture,ARC_0089,ARC_0110,0.7558,HIGH_SIMILARITY
Postmodern architecture,ARC_0089,ARC_0111,0.7305,MODERATE_SIMILARITY
Postmodern architecture,ARC_0089,ARC_0112,0.7158,MODERATE_SIMILARITY
Postmodern architecture,ARC_0090,ARC_0091,0.7352,MODERATE_SIMILARITY
Postmodern architecture,ARC_0090,ARC_0102,0.7114,MODERATE_SIMILARITY
Postmodern architecture,ARC_0090,ARC_0110,0.7256,MODERATE_SIMILARITY
Postmodern architecture,ARC_0091,ARC_0094,0.7005,MODERATE_SIMILARITY
Postmodern architecture,ARC_0091,ARC_0095,0.7074,MODERATE_SIMILARITY
Postmodern architecture,ARC_0091,ARC_0096,0.7747,HIGH_SIMILARITY
Postmodern architecture,ARC_0091,ARC_0097,0.7146,MODERATE_SIMILARITY
Postmodern architecture,ARC_0091,ARC_0098,0.7825,HIGH_SIMILARITY
Postmodern architecture,ARC_0091,ARC_0100,0.7304,MODERATE_SIMILARITY
Postmodern architecture,ARC_0091,ARC_0102,0.7481,MODERATE_SIMILARITY
Postmodern architecture,ARC_0091,ARC_0105,0.7004,MODERATE_SIMILARITY
Postmodern architecture,ARC_0091,ARC_0108,0.744,MODERATE_SIMILARITY
Postmodern architecture,ARC_0091,ARC_0109,0.7312,MODERATE_SIMILARITY
Postmodern architecture,ARC_0091,ARC_0110,0.7623,HIGH_SIMILARITY
Postmodern architecture,ARC_0092,ARC_0093,0.7135,MODERATE_SIMILARITY
Postmodern architecture,ARC_0092,ARC_0094,0.7165,MODERATE_SIMILARITY
Postmodern architecture,ARC_0092,ARC_0095,0.7483,MODERATE_SIMILARITY
Postmodern architecture,ARC_0092,ARC_0096,0.7359,MODERATE_SIMILARITY
Postmodern architecture,ARC_0092,ARC_0097,0.7418,MODERATE_SIMILARITY
Postmodern architecture,ARC_0092,ARC_0098,0.7438,MODERATE_SIMILARITY
Postmodern architecture,ARC_0092,ARC_0099,0.7634,HIGH_SIMILARITY
Postmodern architecture,ARC_0092,ARC_0100,0.7017,MODERATE_SIMILARITY
Postmodern architecture,ARC_0092,ARC_0102,0.7355,MODERATE_SIMILARITY
Postmodern architecture,ARC_0092,ARC_0103,0.7065,MODERATE_SIMILARITY
Postmodern architecture,ARC_0092,ARC_0105,0.7309,MODERATE_SIMILARITY
Postmodern architecture,ARC_0092,ARC_0106,0.7107,MODERATE_SIMILARITY
Postmodern architecture,ARC_0092,ARC_0107,0.7171,MODERATE_SIMILARITY
Postmodern architecture,ARC_0092,ARC_0108,0.7253,MODERATE_SIMILARITY
Postmodern architecture,ARC_0092,ARC_0111,0.7143,MODERATE_SIMILARITY
Postmodern architecture,ARC_0092,ARC_0112,0.7633,HIGH_SIMILARITY
Postmodern architecture,ARC_0094,ARC_0095,0.8079,HIGH_SIMILARITY
Postmodern architecture,ARC_0094,ARC_0097,0.7097,MODERATE_SIMILARITY
Postmodern architecture,ARC_0094,ARC_0099,0.7848,HIGH_SIMILARITY
Postmodern architecture,ARC_0094,ARC_0100,0.8289,HIGH_SIMILARITY
Postmodern architecture,ARC_0094,ARC_0101,0.708,MODERATE_SIMILARITY
Postmodern architecture,ARC_0094,ARC_0102,0.7683,HIGH_SIMILARITY
Postmodern architecture,ARC_0094,ARC_0105,0.7825,HIGH_SIMILARITY
Postmodern architecture,ARC_0094,ARC_0108,0.7136,MODERATE_SIMILARITY
Postmodern architecture,ARC_0094,ARC_0110,0.7682,HIGH_SIMILARITY
Postmodern architecture,ARC_0094,ARC_0111,0.7507,HIGH_SIMILARITY
Postmodern architecture,ARC_0094,ARC_0112,0.8328,HIGH_SIMILARITY
Postmodern architecture,ARC_0095,ARC_0096,0.7161,MODERATE_SIMILARITY
Postmodern architecture,ARC_0095,ARC_0097,0.7351,MODERATE_SIMILARITY
Postmodern architecture,ARC_0095,ARC_0099,0.826,HIGH_SIMILARITY
Postmodern architecture,ARC_0095,ARC_0100,0.7489,MODERATE_SIMILARITY
Postmodern architecture,ARC_0095,ARC_0102,0.795,HIGH_SIMILARITY
Postmodern architecture,ARC_0095,ARC_0105,0.8864,VERY_HIGH_SIMILARITY
Postmodern architecture,ARC_0095,ARC_0108,0.7415,MODERATE_SIMILARITY
Postmodern architecture,ARC_0095,ARC_0109,0.7128,MODERATE_SIMILARITY
Postmodern architecture,ARC_0095,ARC_0110,0.8453,HIGH_SIMILARITY
Postmodern architecture,ARC_0095,ARC_0111,0.7179,MODERATE_SIMILARITY
Postmodern architecture,ARC_0095,ARC_0112,0.8,HIGH_SIMILARITY
Postmodern architecture,ARC_0096,ARC_0097,0.7021,MODERATE_SIMILARITY
Postmodern architecture,ARC_0096,ARC_0098,0.7894,HIGH_SIMILARITY
Postmodern architecture,ARC_0096,ARC_0099,0.7088,MODERATE_SIMILARITY
Postmodern architecture,ARC_0096,ARC_0102,0.7327,MODERATE_SIMILARITY
Postmodern architecture,ARC_0096,ARC_0105,0.7159,MODERATE_SIMILARITY
Postmodern architecture,ARC_0096,ARC_0108,0.7622,HIGH_SIMILARITY
Postmodern architecture,ARC_0096,ARC_0109,0.8946,VERY_HIGH_SIMILARITY
Postmodern architecture,ARC_0096,ARC_0110,0.7173,MODERATE_SIMILARITY
Postmodern architecture,ARC_0097,ARC_0099,0.7053,MODERATE_SIMILARITY
Postmodern architecture,ARC_0097,ARC_0100,0.7284,MODERATE_SIMILARITY
